cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
A,B,B,A,A,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,D,B,D,D,A,C,B,C,D,A,A,B,A,A,C,B,E,E,G,E,R,L,L,A,A,B,F,I,I,F,BI,AL,A,AY,BM,A,N,HG,0.54667,0.422197,0.215772,0.564742,0.507182,0.58845395,0.3633098,0.53642,0.55648,0.68039,0.24541,0.270746,0.689974,0.60377085,2036.0361
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,D,C,B,C,B,A,A,A,B,H,D,B,E,E,D,E,R,F,A,A,C,G,E,H,I,F,BY,V,A,A,S,E,M,HV,0.5368871,0.681761,0.298977,0.83324,0.281143,0.519747,0.38889852,0.49462,0.57506,0.78017,0.338312,0.335036,0.611431,0.76495993,2373.9253
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,G,H,D,D,C,E,C,C,T,G,A,A,C,F,E,F,H,G,BI,EB,A,X,N,A,O,FE,0.636078,0.422197,0.54977,0.6534515,0.594196,0.6609348,0.409847,0.75964,0.64681,0.56081,0.7363981,0.74464,0.633362,0.79794955,5158.1636
A,A,A,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,G,H,D,D,D,E,A,A,P,I,A,B,A,G,E,E,F,D,BI,BT,C,N,AG,E,K,HK,0.51056,0.358319,0.57136,0.364302,0.560299,0.541712,0.81568193,0.41762,0.5189,0.51111,0.592525,0.609277,0.35378593,0.732848,1146.0979
A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,J,A,A,B,D,E,K,G,B,AB,Y,C,AQ,AG,A,M,GS,0.324129,0.620805,0.592681,0.753703,0.594196,0.23423602,0.25510135,0.34445,0.34555,0.25604,0.22025084,0.230661,0.321548,0.29765835,4736.1265
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,E,E,H,B,B,BI,CS,C,W,AE,E,K,GS,0.475784,0.785784,0.527991,0.402922,0.82168,0.37629133,0.39070594,0.33906,0.41471,0.44467,0.28854263,0.2796779,0.339244,0.29548937,1014.6265
A,B,A,A,B,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,D,B,B,D,D,B,D,C,B,D,B,D,A,A,A,A,D,D,C,E,A,C,T,K,D,A,C,M,E,G,M,G,BI,A,A,C,AG,E,O,KR,0.834163,0.620805,0.336963,0.62377,0.473767,0.79689014,0.53379756,0.9088,0.91644,0.8351,0.654669,0.692256,0.826353,0.29048595,1536.8711
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,B,D,B,C,B,B,B,A,A,A,B,H,D,D,D,E,C,A,P,F,A,A,C,E,E,H,F,B,BI,EG,A,B,H,A,J,DJ,0.5020674,0.555782,0.65431,0.373816,0.568839,0.39644822,0.362399,0.33906,0.44767,0.5,0.415029,0.377003,0.333292,0.24345012,2984.571
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,B,A,B,C,B,B,B,A,A,A,A,A,C,D,A,E,C,A,F,H,A,A,D,H,F,G,H,A,BI,CQ,A,G,AS,A,J,FH,0.480125,0.245921,0.336963,0.373816,0.594196,0.49985737,0.7180667,0.4562289,0.39447,0.37493,0.6171765,0.594646,0.276878,0.67360085,5458.648
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,D,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,I,D,A,B,G,F,I,K,K,BI,EB,A,E,AK,A,O,DP,0.325401,0.299102,0.440642,0.373816,0.551723,0.45228,0.35838273,0.39455,0.32128,0.45017,0.45540297,0.481306,0.6294208,0.36449638,602.0431
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,A,D,T,I,A,A,B,G,E,E,F,K,BI,EB,A,AR,BM,A,O,HQ,0.655966,0.785784,0.54977,0.705434,0.78323,0.8051084,0.67007625,0.58354,0.55233,0.83106905,0.634925,0.658814,0.810511,0.22062023,600.81464
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,D,B,B,C,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,A,A,C,Q,F,G,E,B,BI,AW,A,AS,N,A,J,KW,0.538034,0.199504,0.201309,0.705434,0.36994553,0.411902,0.41528687,0.30768,0.46853,0.47779,0.472726,0.481306,0.284958,0.27772644,689.2951
A,B,A,B,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,I,D,A,A,G,E,G,F,B,AB,DA,C,AA,BC,A,K,KC,0.48710406,0.422197,0.280933,0.327354,0.388783,0.42996386,0.36698973,0.32843,0.40455,0.43919,0.341813,0.40002075,0.30435,0.36370835,8229.394
A,B,B,A,A,A,A,B,B,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,B,B,C,B,C,D,A,A,B,B,H,D,C,E,E,G,E,R,F,Q,A,A,E,F,G,I,F,BI,K,A,B,N,A,N,IG,0.6925145,0.555782,0.440642,0.215482,0.281143,0.63619447,0.44609922,0.93903965,0.86325026,0.75234,0.472726,0.462286,0.704052,0.8232852,4728.414
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,B,H,D,D,D,E,A,A,P,F,A,A,A,G,E,F,N,B,BI,BT,C,AR,AE,C,C,HQ,0.838708,0.681761,0.54977,0.383428,0.473767,0.54578674,0.614204,0.26847,0.7628,0.68485624,0.588753,0.60051286,0.363547,0.48096314,1467.3801
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,B,D,B,B,C,B,C,B,A,A,A,A,A,D,B,E,E,G,E,R,H,D,A,A,B,E,F,I,F,BI,CO,Q,AA,G,A,N,EO,0.645422,0.358319,0.336963,0.373816,0.281143,0.6886384,0.46579716,0.26847,0.62542,0.73106,0.453334,0.481306,0.723122,0.7237773,5395.0938
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,B,H,D,B,D,E,C,A,P,I,D,A,B,O,D,H,F,B,AB,EF,A,S,BF,A,J,HG,0.458463,0.100099,0.440642,0.259793,0.310061,0.43178883,0.36166665,0.30768,0.35897,0.32446,0.307628,0.32157,0.307181,0.67435855,1585.9371
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,E,D,T,F,N,A,B,D,F,I,F,K,BI,EB,A,F,N,A,P,CP,0.296829,0.245921,0.484196,0.5853098,0.281143,0.41934118,0.42328,0.57187,0.38249,0.44467,0.415029,0.41320115,0.611431,0.8035506,630.2513
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,D,B,A,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,N,A,A,B,A,E,I,L,K,BI,CO,A,E,AE,A,N,DJ,0.338258,0.422197,0.356819,0.373816,0.388783,0.41588545,0.376887,0.34445,0.34365,0.42284,0.291268,0.295524,0.648701,0.26639834,1355.0217
A,B,A,A,B,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,E,D,T,H,J,A,B,E,E,I,J,K,BX,BC,A,H,AO,A,O,DF,0.330514,0.299102,0.397983,0.62377,0.689594,0.424491,0.37695825,0.51256,0.3562087,0.45017,0.307628,0.32157,0.660756,0.67409396,2126.462
A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,B,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,F,C,A,B,G,F,E,K,E,BI,CL,A,A,G,I,P,HK,0.458463,0.555782,0.527991,0.373816,0.281143,0.854746,0.9301703,0.38318,0.43731,0.61459,0.67853445,0.698722,0.7595352,0.30638078,6282.834
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,B,H,D,D,C,E,C,D,T,F,A,A,D,L,F,F,F,K,BI,DK,A,B,C,A,O,HK,0.513457,0.681761,0.592681,0.275813,0.281143,0.70765483,0.63786256,0.36083,0.521,0.58796,0.678924,0.698722,0.725783,0.3614127,1747.8674
B,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,A,B,C,B,D,B,D,A,A,A,A,C,C,C,E,A,C,T,G,M,A,A,I,F,G,H,G,BI,W,C,T,H,A,O,HQ,0.80520535,0.245921,0.215772,0.594598,0.281143,0.64834,0.41603324,0.80058,0.66201,0.7877,0.592525,0.55738,0.751507,0.82305455,2445.5989
A,B,A,A,A,A,A,A,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,B,H,D,B,D,E,A,A,P,F,Q,A,A,G,E,I,F,B,AB,BP,A,J,BM,A,J,HK,0.46822745,0.358319,0.527991,0.821574,0.557993,0.440945,0.361635,0.68308,0.39447,0.40666,0.415029,0.352251,0.339244,0.42232358,567.47675
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,L,D,A,B,Q,F,F,J,G,BI,C,A,AF,F,A,O,DP,0.861574,0.681761,0.336963,0.373816,0.456483,0.86939025,0.5865374,0.50658,0.90264,0.81255,0.711942,0.714544,0.810511,0.38641965,1626.4637
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,E,D,T,O,A,A,A,D,E,J,J,K,AB,DQ,G,AP,A,A,P,LO,0.287238,0.245921,0.336963,0.604408,0.43815953,0.46116206,0.30342993,0.4074234,0.34365,0.37493,0.307628,0.331643,0.660756,0.31114107,1230.9286
B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,D,A,A,G,H,D,B,C,E,A,C,T,I,A,A,B,M,D,F,H,G,BI,CO,A,P,AD,D,P,HP,0.8682323,0.422197,0.215772,0.62377,0.281143,0.7022504,0.48100278,0.68823,0.92663276,0.77634,0.843548,0.832658,0.7808136,0.7248912,2216.6519
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,B,C,B,D,B,A,A,A,A,A,D,B,C,E,C,D,T,K,A,A,E,H,E,G,L,K,BI,EG,A,J,BM,F,Q,GU,0.458463,0.358319,0.440642,0.336414,0.508483,0.7331927,0.6303107,0.47669,0.40455,0.51111,0.651133,0.665644,0.78245,0.3864085,3647.2817
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,C,B,A,A,A,G,H,D,B,E,E,G,E,R,H,G,A,A,B,E,G,M,F,BI,DW,C,K,Y,A,N,LN,0.6649847,0.555782,0.26357,0.584712,0.534484,0.6087158,0.42900783,0.35533,0.81945,0.7877,0.396226,0.40609,0.689974,0.6457077,1486.0734
A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,A,D,D,B,B,A,B,D,B,A,A,A,A,A,D,D,C,E,C,D,T,L,C,A,C,G,E,G,J,K,BI,DW,A,S,X,A,O,HK,0.51130986,0.620805,0.692825,0.252014,0.610834,0.65986836,0.6197984,0.51256,0.479,0.5740504,0.644013,0.64606726,0.687115,0.27627796,5806.534
A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,A,A,A,Q,F,F,F,G,BI,CL,C,AV,AV,V,O,KW,0.8845511,0.555782,0.298977,0.373816,0.281143,0.7411737,0.60775757,0.49462,0.91644,0.7877,0.742852,0.74464,0.758902,0.7823325,969.4495
A,B,A,B,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,B,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,C,A,P,L,J,A,C,D,E,F,K,B,BI,DM,C,E,N,A,K,DJ,0.503312,0.299102,0.484196,0.29243,0.491114,0.4257654,0.32479584,0.26847,0.39849,0.40666,0.291268,0.305148,0.333292,0.56250745,3867.4397
B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,O,E,I,R,B,BI,BP,A,AP,N,A,M,KR,0.284869,0.488789,0.336963,0.373816,0.78323,0.240069,0.3156883,0.36083,0.29269,0.32996824,0.228492,0.214808,0.315758,0.73265105,1744.1016
A,B,A,A,B,A,A,A,B,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,A,C,B,D,B,D,A,A,A,A,D,B,C,E,A,C,T,I,D,A,B,K,H,E,H,G,BI,CO,A,AA,AG,A,O,LN,0.861574,0.299102,0.230975,0.564742,0.499798,0.84109765,0.5323867,0.57187,0.90264,0.81833845,0.87207395,0.926619,0.828258,0.82456845,4839.944
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,B,D,D,B,C,B,D,B,A,A,A,G,H,C,D,C,E,A,D,T,G,A,A,K,G,E,F,I,K,BI,CO,A,U,AE,A,L,HK,0.62669533,0.620805,0.54977,0.373816,0.482436,0.767863,0.73607355,0.49462,0.54240304,0.79863,0.622276,0.594646,0.731059,0.29785937,3265.9841
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,B,E,E,H,F,B,BI,AC,A,E,AE,A,J,DJ,0.477231,0.737068,0.592681,0.383428,0.97885317,0.38086012,0.35775107,0.36083,0.44352,0.54983,0.480509,0.454705,0.354344,0.38671216,1612.5813
A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,A,B,C,B,D,B,A,A,A,B,H,C,B,C,E,C,D,T,F,A,A,C,H,E,G,F,K,BI,EB,A,AQ,AD,A,P,LM,0.501862,0.299102,0.230975,0.327354,0.302678,0.7021784,0.67543495,0.57187,0.44352,0.52221,0.569745,0.576121,0.8007219,0.21513629,1275.72
A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,B,D,B,B,C,B,B,B,A,A,A,G,H,C,D,D,E,C,A,P,H,A,A,A,G,F,G,F,B,BI,A,E,M,AM,A,J,HV,0.57837653,0.681761,0.462347,0.948643,0.643315,0.439206,0.35686654,0.48266,0.39849,0.4797522,0.5950349,0.55738,0.3281808,0.82079715,4087.6694
A,B,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,N,O,A,B,D,E,J,H,B,BI,EL,A,AW,BM,A,L,LB,0.330514,0.785784,0.762059,0.73129165,0.92043257,0.22482678,0.31425568,0.29758,0.31763,0.31003,0.24541,0.241676,0.345247,0.23081447,1344.1235
A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,N,G,A,A,E,E,H,F,B,BI,DA,C,AH,AG,A,K,DP,0.490265,0.737068,0.484196,0.236924,0.78323,0.39386103,0.3773062,0.37194,0.40252,0.47779,0.388786,0.40609,0.351299,0.39180937,3442.0425
A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,N,A,A,C,K,E,F,F,K,BI,BP,A,E,AG,D,P,HX,0.667647,0.422197,0.280933,0.85374993,0.551723,0.86436397,0.6402024,0.9426281,0.62542,0.8053186,0.7741626,0.7970423,0.828258,0.82456326,4123.3247
A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,C,A,P,I,A,A,A,G,B,H,F,B,AB,BP,A,T,AG,A,J,HQ,0.629339,0.620805,0.745801,0.761209,0.874031,0.364464,0.34855324,0.37194,0.44352,0.49444,0.569745,0.601984,0.321548,0.23055919,2662.5186
